user_id,user_email,user_role,user_tier,event_name,platform,session_id,occurred_at
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,ios,s_270555,2026-04-02 00:13:43.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,android,s_379946,2026-04-02 00:29:01.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_apply,android,s_174870,2026-04-02 01:16:40.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_view,android,s_864544,2026-04-02 01:29:20.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,ios,s_383060,2026-04-02 02:01:53.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,profile_edit,android,s_684004,2026-04-02 02:46:34.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,web,s_340174,2026-04-02 03:09:42.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,mentor_view,ios,s_520651,2026-04-02 04:05:39.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,android,s_852787,2026-04-02 04:21:03.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,ios,s_514850,2026-04-02 05:06:47.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,event_view,ios,s_249811,2026-04-02 05:51:40.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,android,s_688637,2026-04-02 06:09:30.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_view,android,s_549245,2026-04-02 07:01:29.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,event_view,ios,s_329974,2026-04-02 07:29:44.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,profile_edit,android,s_617488,2026-04-02 07:40:10.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,web,s_260265,2026-04-02 07:44:22.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_view,android,s_542666,2026-04-02 08:39:26.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_view,ios,s_724834,2026-04-02 09:06:42.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,profile_edit,ios,s_680099,2026-04-02 09:43:49.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,mentor_book,android,s_855731,2026-04-02 09:45:36.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,ios,s_905934,2026-04-02 10:23:15.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_view,ios,s_555884,2026-04-02 10:31:51.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,android,s_854639,2026-04-02 10:33:04.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,web,s_632342,2026-04-02 11:08:14.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,event_view,ios,s_982554,2026-04-02 11:51:55.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_view,web,s_260263,2026-04-02 12:34:29.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,android,s_916449,2026-04-02 12:46:30.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,event_view,android,s_439902,2026-04-02 12:47:32.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,ios,s_972064,2026-04-02 12:56:10.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,mentor_view,web,s_352572,2026-04-02 13:13:30.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,event_view,web,s_867460,2026-04-02 13:19:52.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,android,s_903035,2026-04-02 13:25:35.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,ios,s_676510,2026-04-02 14:11:37.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,android,s_543692,2026-04-02 14:48:38.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,event_rsvp,android,s_823378,2026-04-02 15:26:26.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,ios,s_804314,2026-04-02 15:48:42.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,internship_view,android,s_573417,2026-04-02 16:19:36.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,web,s_454508,2026-04-02 16:35:56.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,web,s_717024,2026-04-02 17:14:44.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,android,s_761759,2026-04-02 17:20:34.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,web,s_446479,2026-04-02 17:26:10.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,login_success,ios,s_801474,2026-04-02 17:43:24.974964+00:00
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,,dashboard_view,web,s_858490,2026-04-02 18:21:12.974964+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,ios,s_354801,2026-04-01 15:16:37.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_view,ios,s_299659,2026-04-01 16:12:44.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,ios,s_471507,2026-04-01 16:58:43.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_156802,2026-04-01 17:31:35.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,web,s_163556,2026-04-01 18:16:41.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,web,s_360735,2026-04-01 18:40:50.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,ios,s_246991,2026-04-01 19:18:26.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,ios,s_361941,2026-04-01 19:38:26.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,ios,s_947272,2026-04-01 19:44:34.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_book,web,s_153045,2026-04-01 20:23:08.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,web,s_197793,2026-04-01 21:01:02.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,web,s_274389,2026-04-01 21:59:58.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,web,s_520521,2026-04-01 22:33:49.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,ios,s_102260,2026-04-01 22:46:03.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,profile_edit,ios,s_399105,2026-04-01 23:05:09.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_794022,2026-04-01 23:56:01.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,web,s_411120,2026-04-02 00:07:35.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_871476,2026-04-02 00:12:34.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,ios,s_159942,2026-04-02 01:04:37.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,android,s_994141,2026-04-02 01:38:09.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,android,s_184002,2026-04-02 01:43:01.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_book,android,s_171262,2026-04-02 01:48:41.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,ios,s_225710,2026-04-02 02:05:44.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_rsvp,web,s_707040,2026-04-02 02:45:37.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,web,s_539589,2026-04-02 03:28:53.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,android,s_431737,2026-04-02 04:08:28.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_rsvp,android,s_850981,2026-04-02 04:23:24.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,ios,s_237235,2026-04-02 04:42:31.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,ios,s_431535,2026-04-02 05:03:59.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,web,s_580547,2026-04-02 05:09:56.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,web,s_176819,2026-04-02 05:49:22.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,ios,s_238890,2026-04-02 06:24:54.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_rsvp,web,s_487477,2026-04-02 06:30:35.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_837715,2026-04-02 07:01:29.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_654634,2026-04-02 07:57:34.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,android,s_413921,2026-04-02 08:54:20.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_rsvp,web,s_377312,2026-04-02 09:02:24.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,android,s_680097,2026-04-02 09:10:42.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,android,s_320861,2026-04-02 09:30:56.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,android,s_765046,2026-04-02 09:45:49.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_book,ios,s_363319,2026-04-02 10:21:19.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,web,s_196781,2026-04-02 11:20:04.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,ios,s_146228,2026-04-02 12:17:41.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,web,s_768061,2026-04-02 13:11:19.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,profile_edit,android,s_563298,2026-04-02 13:23:20.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,android,s_110139,2026-04-02 13:53:31.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,web,s_672092,2026-04-02 14:41:41.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,android,s_679364,2026-04-02 15:07:53.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,web,s_423232,2026-04-02 15:17:35.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,web,s_475190,2026-04-02 16:12:55.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_207786,2026-04-02 16:30:57.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,ios,s_750810,2026-04-02 17:10:10.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_view,web,s_938742,2026-04-02 17:27:19.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_view,web,s_288073,2026-04-02 17:56:27.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_view,ios,s_941204,2026-04-02 18:20:07.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,web,s_379766,2026-04-02 19:11:17.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,web,s_501124,2026-04-02 20:00:09.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,ios,s_333238,2026-04-02 20:59:45.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,ios,s_420015,2026-04-02 21:32:10.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_view,web,s_124813,2026-04-02 21:48:42.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_apply,ios,s_392136,2026-04-02 22:16:54.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_book,ios,s_468203,2026-04-02 23:10:41.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,android,s_984642,2026-04-02 23:38:58.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,web,s_373903,2026-04-02 23:41:51.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,web,s_213668,2026-04-03 00:00:58.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,android,s_924629,2026-04-03 00:25:33.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_221263,2026-04-03 01:07:56.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,web,s_367095,2026-04-03 01:48:17.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,login_success,web,s_645175,2026-04-03 02:19:03.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,android,s_854377,2026-04-03 02:56:48.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_rsvp,android,s_306606,2026-04-03 03:48:06.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_446239,2026-04-03 03:53:52.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,web,s_854717,2026-04-03 04:40:09.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_view,ios,s_799287,2026-04-03 05:15:46.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,dashboard_view,android,s_410016,2026-04-03 05:44:14.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,ios,s_797229,2026-04-03 05:58:19.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,event_rsvp,android,s_282480,2026-04-03 06:45:33.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,internship_view,ios,s_674553,2026-04-03 07:07:05.975200+00:00
69f4ba1d666614d785f741b8,diya.rao153@student.demo,student,Bronze,mentor_book,ios,s_320392,2026-04-03 07:28:49.975200+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_view,android,s_437902,2026-04-01 15:18:41.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,android,s_324082,2026-04-01 15:49:52.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_view,android,s_277934,2026-04-01 16:45:03.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_apply,android,s_796101,2026-04-01 17:05:25.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_view,web,s_958179,2026-04-01 17:29:17.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,event_rsvp,android,s_425498,2026-04-01 17:46:19.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,web,s_125611,2026-04-01 18:00:54.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,android,s_991014,2026-04-01 18:34:20.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_view,ios,s_760356,2026-04-01 19:06:25.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_view,android,s_502630,2026-04-01 19:56:27.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,web,s_787926,2026-04-01 20:14:06.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_apply,web,s_916232,2026-04-01 21:06:21.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,android,s_643118,2026-04-01 21:19:21.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,web,s_989545,2026-04-01 21:58:24.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,ios,s_800005,2026-04-01 22:08:30.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_view,android,s_432711,2026-04-01 22:47:39.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,event_rsvp,android,s_954596,2026-04-01 23:18:51.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_apply,ios,s_970914,2026-04-01 23:54:18.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,event_view,web,s_879779,2026-04-02 00:25:44.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_book,ios,s_888295,2026-04-02 00:57:27.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,ios,s_903013,2026-04-02 01:41:58.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_view,android,s_350867,2026-04-02 02:16:02.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,android,s_399607,2026-04-02 02:22:19.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,ios,s_666390,2026-04-02 02:46:14.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,web,s_501641,2026-04-02 02:57:31.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_apply,web,s_167348,2026-04-02 03:46:44.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,android,s_588557,2026-04-02 04:10:19.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,ios,s_508396,2026-04-02 04:25:26.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,event_view,android,s_120480,2026-04-02 05:06:18.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_book,android,s_498858,2026-04-02 05:59:33.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,ios,s_890075,2026-04-02 06:24:33.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,ios,s_664365,2026-04-02 07:22:36.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_view,android,s_331251,2026-04-02 08:00:52.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,ios,s_609232,2026-04-02 08:20:29.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,android,s_812131,2026-04-02 08:44:25.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_view,web,s_981334,2026-04-02 09:34:51.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,android,s_660069,2026-04-02 09:44:33.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,android,s_691807,2026-04-02 10:12:26.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_apply,android,s_549433,2026-04-02 10:19:09.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,web,s_152727,2026-04-02 10:51:40.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,web,s_576786,2026-04-02 11:15:00.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,dashboard_view,ios,s_391773,2026-04-02 12:07:57.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_view,ios,s_364525,2026-04-02 13:05:44.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,mentor_book,web,s_885408,2026-04-02 13:38:50.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,internship_view,web,s_781725,2026-04-02 14:03:43.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,web,s_890870,2026-04-02 14:49:12.975458+00:00
69f4ba1d666614d785f7433f,kavya.pillai544@student.demo,student,Gold,login_success,web,s_979995,2026-04-02 15:07:04.975458+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_view,web,s_596564,2026-04-01 14:53:34.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_apply,web,s_587623,2026-04-01 15:33:04.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_apply,ios,s_275939,2026-04-01 16:26:25.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_view,android,s_220096,2026-04-01 17:18:28.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,mentor_view,ios,s_213349,2026-04-01 17:30:38.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_view,android,s_810250,2026-04-01 17:52:55.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,event_view,ios,s_849747,2026-04-01 18:19:32.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,login_success,android,s_970917,2026-04-01 19:00:57.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_view,android,s_910004,2026-04-01 19:08:54.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,dashboard_view,android,s_944657,2026-04-01 19:56:36.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,login_success,web,s_464069,2026-04-01 20:36:14.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_view,ios,s_172306,2026-04-01 21:22:23.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,internship_view,web,s_990844,2026-04-01 21:46:40.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,dashboard_view,web,s_554582,2026-04-01 22:21:07.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,event_rsvp,ios,s_841666,2026-04-01 23:05:30.975603+00:00
69f4ba1d666614d785f7420c,rishabh.rajan237@student.demo,student,Silver,login_success,android,s_647091,2026-04-01 23:18:31.975603+00:00
