id,email,role,full_name,tier,tier_score,city,state,skills,phone,onboarding_completed,created_at
69f1fd9f2bd09b825111492e,student12@test.com,student,Aanya Student,,,,,Java; React,,True,2026-04-29T12:46:18.596000
69f1fd9f2bd09b825111492f,student13@test.com,student,Diya Student,,,,,C++; Python,,True,2026-04-29T12:46:18.596000
69f1fd9f2bd09b8251114930,student14@test.com,student,Saanvi Student,,,,,JavaScript; Python,,True,2026-04-29T12:46:18.596000
69f1fd9f2bd09b8251114931,student15@test.com,student,Anika Student,,,,,React; C++,,True,2026-04-29T12:46:18.596000
69f1fd9f2bd09b8251114932,student16@test.com,student,Pari Student,,,,,Java; React,,True,2026-04-29T12:46:18.596000
69f1fda02bd09b8251114933,student17@test.com,student,Ananya Student,,,,,JavaScript; Python,,True,2026-04-29T12:46:18.596000
69f1fda02bd09b8251114934,student18@test.com,student,Avani Student,,,,,Python; Java,,True,2026-04-29T12:46:18.596000
69f1fda02bd09b8251114935,student19@test.com,student,Riya Student,,,,,C++; SQL,,True,2026-04-29T12:46:18.596000
69f1fda02bd09b8251114936,student20@test.com,student,Myra Student,,,,,JavaScript; SQL,,True,2026-04-29T12:46:18.596000
69f1fda12bd09b8251114937,student21@test.com,student,Sara Student,,,,,JavaScript; SQL,,True,2026-04-29T12:46:18.596000
69f1fda12bd09b8251114938,student22@test.com,student,Nisha Student,,,,,SQL; Python,,True,2026-04-29T12:46:18.596000
69f1fda12bd09b8251114939,student23@test.com,student,Pooja Student,,,,,React; Java,,True,2026-04-29T12:46:18.596000
69f1fda12bd09b825111493a,student24@test.com,student,Kavya Student,,,,,SQL; Python,,True,2026-04-29T12:46:18.596000
69f1fda22bd09b825111493b,student25@test.com,student,Rohan Student,,,,,JavaScript; React,,True,2026-04-29T12:46:18.596000
69f1fda22bd09b825111493c,student26@test.com,student,Karan Student,,,,,Python; React,,True,2026-04-29T12:46:18.596000
69f1fda22bd09b825111493d,student27@test.com,student,Abhishek Student,,,,,React; SQL,,True,2026-04-29T12:46:18.596000
69f1fda22bd09b825111493e,student28@test.com,student,Manish Student,,,,,Java; SQL,,True,2026-04-29T12:46:18.596000
69f1fda32bd09b825111493f,student29@test.com,student,Tanvi Student,,,,,C++; React,,True,2026-04-29T12:46:18.596000
69f1fda32bd09b8251114940,student30@test.com,student,Neha Student,,,,,Java; SQL,,True,2026-04-29T12:46:18.596000
69f1fda32bd09b8251114941,alumni01@test.com,alumni,Sai Alumni,,,,,Product; Leadership; Python,,True,2026-04-29T12:46:18.596000
69f1fda32bd09b8251114942,alumni02@test.com,alumni,Reyansh Alumni,,,,,Java; Python; Leadership,,True,2026-04-29T12:46:18.596000
69f1fda32bd09b8251114943,alumni03@test.com,alumni,Krishna Alumni,,,,,Leadership; Strategy; Product,,True,2026-04-29T12:46:18.596000
69f1fda42bd09b8251114944,alumni04@test.com,alumni,Ishaan Alumni,,,,,Leadership; Product; Python,,True,2026-04-29T12:46:18.596000
69f1fda42bd09b8251114945,alumni05@test.com,alumni,Shaurya Alumni,,,,,Strategy; Java; Product,,True,2026-04-29T12:46:18.596000
69f1fda42bd09b8251114946,alumni06@test.com,alumni,Atharv Alumni,,,,,Python; Strategy; Java,,True,2026-04-29T12:46:18.596000
69f1fda42bd09b8251114947,alumni07@test.com,alumni,Aanya Alumni,,,,,Strategy; Leadership; Java,,True,2026-04-29T12:46:18.596000
69f1fda52bd09b8251114948,alumni08@test.com,alumni,Diya Alumni,,,,,Java; Strategy; Product,,True,2026-04-29T12:46:18.596000
69f1fda52bd09b8251114949,alumni09@test.com,alumni,Saanvi Alumni,,,,,Product; Strategy; Java,,True,2026-04-29T12:46:18.596000
69f1fda52bd09b825111494a,alumni10@test.com,alumni,Anika Alumni,,,,,Python; Leadership; Java,,True,2026-04-29T12:46:18.596000
69f1fda52bd09b825111494b,alumni11@test.com,alumni,Pari Alumni,,,,,Strategy; Python; Java,,True,2026-04-29T12:46:18.596000
69f1fda62bd09b825111494c,alumni12@test.com,alumni,Ananya Alumni,,,,,Java; Strategy; Leadership,,True,2026-04-29T12:46:18.596000
69f1fda62bd09b825111494d,alumni13@test.com,alumni,Avani Alumni,,,,,Java; Leadership; Strategy,,True,2026-04-29T12:46:18.596000
69f1fda62bd09b825111494e,alumni14@test.com,alumni,Riya Alumni,,,,,Leadership; Strategy; Python,,True,2026-04-29T12:46:18.596000
69f1fda62bd09b825111494f,alumni15@test.com,alumni,Myra Alumni,,,,,Strategy; Leadership; Java,,True,2026-04-29T12:46:18.596000
69f1fda72bd09b8251114950,alumni16@test.com,alumni,Sara Alumni,,,,,Product; Strategy; Leadership,,True,2026-04-29T12:46:18.596000
69f1fda72bd09b8251114951,alumni17@test.com,alumni,Nisha Alumni,,,,,Python; Java; Strategy,,True,2026-04-29T12:46:18.596000
69f1fda72bd09b8251114952,alumni18@test.com,alumni,Pooja Alumni,,,,,Java; Leadership; Strategy,,True,2026-04-29T12:46:18.596000
69f1fda72bd09b8251114953,alumni19@test.com,alumni,Kavya Alumni,,,,,Leadership; Product; Python,,True,2026-04-29T12:46:18.596000
69f1fda72bd09b8251114954,alumni20@test.com,alumni,Rohan Alumni,,,,,Leadership; Python; Product,,True,2026-04-29T12:46:18.596000
69f1fda82bd09b8251114955,mentor01@test.com,mentor,Priya Mentor1,,,,,Mentoring; Coaching,,True,2026-04-29T12:46:18.596000
69f1fda82bd09b8251114956,mentor02@test.com,mentor,Arjun Mentor2,,,,,Networking; Strategy,,True,2026-04-29T12:46:18.596000
69f1fda82bd09b8251114957,mentor03@test.com,mentor,Anjali Mentor3,,,,,Coaching; Networking,,True,2026-04-29T12:46:18.596000
69f1fda82bd09b8251114958,mentor04@test.com,mentor,Rahul Mentor4,,,,,Strategy; Mentoring,,True,2026-04-29T12:46:18.596000
69f1fda92bd09b8251114959,mentor05@test.com,mentor,Sneha Mentor5,,,,,Networking; Strategy,,True,2026-04-29T12:46:18.596000
69f1fda92bd09b825111495a,mentor06@test.com,mentor,Vikram Mentor6,,,,,Coaching; Networking,,True,2026-04-29T12:46:18.596000
69f1fda92bd09b825111495b,mentor07@test.com,mentor,Neha Mentor7,,,,,Networking; Coaching,,True,2026-04-29T12:46:18.596000
69f1fda92bd09b825111495c,mentor08@test.com,mentor,Karthik Mentor8,,,,,Coaching; Strategy,,True,2026-04-29T12:46:18.596000
69f1fdaa2bd09b825111495d,mentor09@test.com,mentor,Divya Mentor9,,,,,Coaching; Strategy,,True,2026-04-29T12:46:18.596000
69f1fdaa2bd09b825111495e,mentor10@test.com,mentor,Sanjay Mentor10,,,,,Strategy; Mentoring,,True,2026-04-29T12:46:18.596000
69f1fdaa2bd09b825111495f,mentor11@test.com,mentor,Meera Mentor11,,,,,Strategy; Networking,,True,2026-04-29T12:46:18.596000
69f1fdaa2bd09b8251114960,mentor12@test.com,mentor,Suresh Mentor12,,,,,Coaching; Networking,,True,2026-04-29T12:46:18.596000
69f1fdaa2bd09b8251114961,mentor13@test.com,mentor,Lakshmi Mentor13,,,,,Networking; Strategy,,True,2026-04-29T12:46:18.596000
69f1fdab2bd09b8251114962,mentor14@test.com,mentor,Rohit Mentor14,,,,,Networking; Mentoring,,True,2026-04-29T12:46:18.596000
69f1fdab2bd09b8251114963,mentor15@test.com,mentor,Pooja Mentor15,,,,,Strategy; Mentoring,,True,2026-04-29T12:46:18.596000
69f1fe1b591162717fe335d6,newuser.google@example.com,student,Google New User,,,,,,,False,2026-04-29T12:48:27.360000
69f1fe1b591162717fe335d7,newuser.li@example.com,student,LinkedIn User,,,,,,,False,2026-04-29T12:48:27.630000
69f1ff93591162717fe335d8,newoauth.google.1777467282@example.com,student,Google Test,,,,,,,False,2026-04-29T12:54:43.462000
69f1ff93591162717fe335d9,newoauth.li.1777467282@example.com,student,LinkedIn Test,,,,,,,False,2026-04-29T12:54:43.840000
69f1ff94591162717fe335da,newoauth.mentor.1777467282@example.com,mentor,Mentor Test,,,,,,,False,2026-04-29T12:54:44.501000
69f2032b6615abd69d6ffa4e,demo.student@example.com,student,Demo Student,,,,,,,True,2026-04-29T13:10:03.538000
69f204d86615abd69d6ffa50,priya.sharma@gmail.com,student,Priya Sharma,,,,,,,True,2026-04-29T13:17:12.430000
69f206c1bce6806b1b826644,alumni.test.1777469120@test.com,alumni,Alumni Test User,,,,,,,False,2026-04-29T13:25:21.174000
69f206e4bce6806b1b826645,alumni.tog.1777469156@test.com,alumni,Alumni Toggle,,,,,,,False,2026-04-29T13:25:56.991000
69f20775bce6806b1b826646,regression.student.1777469301@test.com,student,Regression Student,,,,,Python,,True,2026-04-29T13:28:21.844000
69f20776bce6806b1b826647,regression.alumni.1777469302@test.com,alumni,Regression Alumni,,,,,Strategy,,True,2026-04-29T13:28:22.540000
69f2183ec5ef96aa7824070d,kktejas@icloud.com,alumni,krishna chintakayala,,,,,,+1 06032339645,True,2026-04-29T14:39:58.784000
69f21bc4c5ef96aa7824070e,arjun.mehta@gmail.com,student,Arjun Mehta,,,,,,,True,2026-04-29T14:55:00.635000
69f2663db2c93a3f84b164b8,df@gmail.com,student,df,,,,,,d1234567899,True,2026-04-29T20:12:45.231000
69f268e1b2c93a3f84b164b9,h@gmail.com,mentor,hjj,,,,,,1234567898,True,2026-04-29T20:24:01.672000
69f269a4b2c93a3f84b164ba,aa@gmail.com,mentor,aa,,,,,,1234567899,True,2026-04-29T20:27:16.427000
69f26c17b2c93a3f84b164bb,e2e_student_3ccb47@test.com,student,Test Student,,,,,,,False,2026-04-29T20:37:43.598000
69f26c2eb2c93a3f84b164bc,e2e_mentor_c54a24@test.com,mentor,Test Mentor,,,,,,,False,2026-04-29T20:38:06.463000
69f26c45b2c93a3f84b164bd,e2e_alumni_f58864@test.com,alumni,Test Alumni,,,,,,,False,2026-04-29T20:38:29.662000
69f26ecd0b2b1a9786176ba7,twofa_78cccd@test.com,student,2FA Tester,,,,,,,False,2026-04-29T20:49:17.043000
69f26ef0c15c6093fe60b81f,twofa_991382@test.com,student,2FA Tester,,,,,,,False,2026-04-29T20:49:52.777000
69f26fbfc15c6093fe60b820,ui_2fa_df92e6@test.com,student,UI 2FA,,,,,,,False,2026-04-29T20:53:19.244000
69f27607c15c6093fe60b821,linkedin.1777497605869@studentalumni.app,student,linkedin user,,,,,,,False,2026-04-29T21:20:07.166000
69f2d7481f02f163de565f9e,krishna@gmail.com,student,krishna,,,,,,91991919199,False,2026-04-30T04:15:04.856000
69f2dc111f02f163de565f9f,gmail@gmail.com,student,krishna,,,,,,9121495077,False,2026-04-30T04:35:29.955000
69f3066e42a2c65efa1de2fb,krishna@forgetechno.com,student,krishna,,,,,,919191919191111,True,2026-04-30T07:36:14.541000
69f31c94c89b5208b0f46e08,a@forgetechno.com,student,krishna,,,,,,9121495077,True,2026-04-30T09:10:44.544000
69f35fe17a93fce8dab0d43c,j@gmail.com,mentor,krishns,,,,,,9121495077,True,2026-04-30T13:57:53.134000
69f4797b1fdf01dcc7a54656,kk@gmail.com,student,kk,,,,,,kkkkkkkk,True,2026-05-01T09:59:23.633000
69f47c941fdf01dcc7a54657,k@gmail.com,alumni,krishna,,,,,,919121495070,True,2026-05-01T10:12:36.362000
69f4ba1d666614d785f74120,aarush.patel1@student.demo,student,Aarush Patel,Bronze,35,Mathura,Uttar Pradesh,Solidity,+919342331444,False,2026-01-09T14:35:09.250000
69f4ba1d666614d785f74121,mira.sood2@student.demo,student,Mira Sood,Silver,42,Pune,Maharashtra,Figma; Problem Solving; System Design,+918929338154,False,2026-02-10T14:35:09.250000
69f4ba1d666614d785f74122,diya.subramanian3@student.demo,student,Diya Subramanian,Bronze,38,Ahmedabad,Gujarat,GCP,+919592983555,False,2025-10-19T14:35:09.250000
69f4ba1d666614d785f74123,atharv.bose4@student.demo,student,Atharv Bose,Silver,45,Chennai,Tamil Nadu,Swift; Go; Leadership,+918242911821,False,2026-02-06T14:35:09.250000
69f4ba1d666614d785f74124,priya.raman5@student.demo,student,Priya Raman,Bronze,39,Noida,Uttar Pradesh,Scrum; UI Design; Ruby,+917735034881,False,2025-07-19T14:35:09.250000
69f4ba1d666614d785f74125,kavya.sen6@student.demo,student,Kavya Sen,Bronze,37,Sangli,Maharashtra,GitHub Actions; WebSockets,+919436019774,False,2026-02-16T14:35:09.250000
69f4ba1d666614d785f74126,sahil.kapoor7@student.demo,student,Sahil Kapoor,Bronze,25,Greater Noida,Uttar Pradesh,Web3; Message Queues,+919506254832,False,2025-08-21T14:35:09.250000
69f4ba1d666614d785f74127,advik.reddy8@student.demo,student,Advik Reddy,Bronze,29,Gandhinagar,Gujarat,Growth Hacking,+919561557300,False,2025-12-23T14:35:09.250000
69f4ba1d666614d785f74128,arnav.verma9@student.demo,student,Arnav Verma,Bronze,25,Gandhinagar,Gujarat,Digital Marketing; UI Design,+918260573448,False,2025-12-17T14:35:09.250000
69f4ba1d666614d785f74129,praveen.bhatnagar10@student.demo,student,Praveen Bhatnagar,Bronze,31,Pune,Maharashtra,UX Design; Power BI,+917656439677,False,2025-06-28T14:35:09.250000
69f4ba1d666614d785f7412a,yuvraj.mahajan11@student.demo,student,Yuvraj Mahajan,Bronze,34,Pune,Maharashtra,Flask; Kotlin,+919436779490,False,2026-02-25T14:35:09.250000
69f4ba1d666614d785f7412b,anaya.goyal12@student.demo,student,Anaya Goyal,Bronze,39,Bengaluru,Karnataka,Machine Learning; Django; System Design,+919962958940,False,2025-09-11T14:35:09.250000
69f4ba1d666614d785f7412c,kabir.shukla13@student.demo,student,Kabir Shukla,Bronze,35,Greater Noida,Uttar Pradesh,iOS Development,+919527331058,False,2026-01-03T14:35:09.250000
69f4ba1d666614d785f7412d,ishaan.singh14@student.demo,student,Ishaan Singh,Bronze,29,Lakshmangarh,Rajasthan,PostgreSQL,+917920140090,False,2025-08-31T14:35:09.250000
69f4ba1d666614d785f7412e,rohan.goyal15@student.demo,student,Rohan Goyal,Bronze,35,Pune,Maharashtra,Leadership,+918819256337,False,2025-05-31T14:35:09.250000
69f4ba1d666614d785f7412f,pranav.nair16@student.demo,student,Pranav Nair,Bronze,27,Visakhapatnam,Andhra Pradesh,Zustand,+918926780541,False,2026-03-23T14:35:09.250000
69f4ba1d666614d785f74130,tara.joshi17@student.demo,student,Tara Joshi,Bronze,29,Sangli,Maharashtra,Scala,+918015242176,False,2026-03-31T14:35:09.250000
69f4ba1d666614d785f74131,anika.pillai18@student.demo,student,Anika Pillai,Silver,40,Pune,Maharashtra,MySQL; Machine Learning,+919387006772,False,2025-07-27T14:35:09.250000
69f4ba1d666614d785f74132,krishna.ghosh19@student.demo,student,Krishna Ghosh,Bronze,25,Sangli,Maharashtra,Power BI; Computer Vision,+919181106786,False,2025-10-06T14:35:09.250000
69f4ba1d666614d785f74133,kabir.shukla20@student.demo,student,Kabir Shukla,Silver,43,Pune,Maharashtra,Leadership; Message Queues,+918358798143,False,2025-10-10T14:35:09.250000
69f4ba1d666614d785f74134,anaya.das21@student.demo,student,Anaya Das,Silver,41,Hyderabad,Telangana,Pandas,+919418039268,False,2026-02-22T14:35:09.250000
69f4ba1d666614d785f74135,manav.iyer22@student.demo,student,Manav Iyer,Bronze,35,Greater Noida,Uttar Pradesh,TensorFlow,+918299301222,False,2026-03-08T14:35:09.250000
69f4ba1d666614d785f74136,aanya.banerjee23@student.demo,student,Aanya Banerjee,Bronze,33,Gandhinagar,Gujarat,React Native; WebSockets; MySQL,+918472659626,False,2025-06-10T14:35:09.250000
69f4ba1d666614d785f74137,nidhi.chatterjee24@student.demo,student,Nidhi Chatterjee,Bronze,35,Pune,Maharashtra,UX Design,+917693989311,False,2026-03-04T14:35:09.250000
69f4ba1d666614d785f74138,shaurya.khanna25@student.demo,student,Shaurya Khanna,Bronze,30,Pune,Maharashtra,Angular; Deep Learning; Next.js,+918566166314,False,2025-07-18T14:35:09.250000
69f4ba1d666614d785f74139,sneha.khanna26@student.demo,student,Sneha Khanna,Silver,46,Greater Noida,Uttar Pradesh,JavaScript; Tailwind CSS,+918426725702,False,2025-10-17T14:35:09.250000
69f4ba1d666614d785f7413a,arjun.goyal27@student.demo,student,Arjun Goyal,Bronze,37,Greater Noida,Uttar Pradesh,Elasticsearch; Growth Hacking,+917957449367,False,2025-11-02T14:35:09.250000
69f4ba1d666614d785f7413b,manish.sinha28@student.demo,student,Manish Sinha,Silver,43,Lakshmangarh,Rajasthan,Tailwind CSS; Message Queues,+918140169349,False,2025-09-19T14:35:09.250000
69f4ba1d666614d785f7413c,sia.bedi29@student.demo,student,Sia Bedi,Bronze,23,Gandhinagar,Gujarat,REST APIs,+918872852789,False,2025-05-22T14:35:09.250000
69f4ba1d666614d785f7413d,myra.murthy30@student.demo,student,Myra Murthy,Bronze,38,Hyderabad,Telangana,Network Security; DynamoDB,+917535261654,False,2025-11-30T14:35:09.250000
69f4ba1d666614d785f7413e,arnav.agarwal31@student.demo,student,Arnav Agarwal,Bronze,31,Noida,Uttar Pradesh,Agile; Web3,+919643616431,False,2026-01-13T14:35:09.250000
69f4ba1d666614d785f7413f,sara.sen32@student.demo,student,Sara Sen,Silver,42,Hyderabad,Telangana,Django; Data Science; Scikit-learn,+917728818981,False,2026-03-14T14:35:09.250000
69f4ba1d666614d785f74140,pihu.roy33@student.demo,student,Pihu Roy,Bronze,38,Greater Noida,Uttar Pradesh,Go,+919040695043,False,2026-01-21T14:35:09.250000
69f4ba1d666614d785f74141,neha.sethi34@student.demo,student,Neha Sethi,Silver,40,Visakhapatnam,Andhra Pradesh,Git; Python; Ethereum,+917457788949,False,2025-12-24T14:35:09.250000
69f4ba1d666614d785f74142,kabir.bansal35@student.demo,student,Kabir Bansal,Bronze,33,Hubli,Karnataka,Distributed Systems; Android Development; DynamoDB,+918900838388,False,2025-12-19T14:35:09.250000
69f4ba1d666614d785f74143,rohan.chatterjee36@student.demo,student,Rohan Chatterjee,Bronze,23,New Delhi,Delhi,PostgreSQL,+918227193073,False,2026-02-19T14:35:09.250000
69f4ba1d666614d785f74144,aadhya.pandey37@student.demo,student,Aadhya Pandey,Silver,42,Amaravati,Andhra Pradesh,Django; Swift; Linux,+919330497115,False,2025-05-09T14:35:09.250000
69f4ba1d666614d785f74145,aditya.pillai38@student.demo,student,Aditya Pillai,Bronze,37,Hyderabad,Telangana,Ethereum; Terraform,+918799682701,False,2025-10-13T14:35:09.250000
69f4ba1d666614d785f74146,aryan.sinha39@student.demo,student,Aryan Sinha,Silver,48,Bengaluru,Karnataka,MLOps; JavaScript; Jenkins,+919847562279,False,2025-12-18T14:35:09.250000
69f4ba1d666614d785f74147,pooja.sen40@student.demo,student,Pooja Sen,Bronze,34,Noida,Uttar Pradesh,Smart Contracts; Kubernetes,+918810607153,False,2025-11-02T14:35:09.250000
69f4ba1d666614d785f74148,kavya.iyer41@student.demo,student,Kavya Iyer,Silver,41,Pune,Maharashtra,C++,+918024542722,False,2025-09-04T14:35:09.250000
69f4ba1d666614d785f74149,karan.rajan42@student.demo,student,Karan Rajan,Bronze,33,Bengaluru,Karnataka,Algorithms; Dart; SEO,+918335901990,False,2026-01-19T14:35:09.250000
69f4ba1d666614d785f7414a,shaurya.shukla43@student.demo,student,Shaurya Shukla,Silver,42,Ahmedabad,Gujarat,Android Development; Financial Modeling; React,+919430661792,False,2025-11-07T14:35:09.251000
69f4ba1d666614d785f7414b,vihaan.mathur44@student.demo,student,Vihaan Mathur,Bronze,37,Amaravati,Andhra Pradesh,UX Design; Pandas,+918870403050,False,2025-09-04T14:35:09.251000
69f4ba1d666614d785f7414c,sara.mukherjee45@student.demo,student,Sara Mukherjee,Silver,46,Jaipur,Rajasthan,PyTorch; GraphQL,+919447485590,False,2025-08-24T14:35:09.251000
69f4ba1d666614d785f7414d,diya.raman46@student.demo,student,Diya Raman,Silver,40,Patiala,Punjab,Problem Solving; PostgreSQL; Distributed Systems,+917820581106,False,2025-08-30T14:35:09.251000
69f4ba1d666614d785f7414e,esha.goel47@student.demo,student,Esha Goel,Bronze,35,Pune,Maharashtra,GitHub Actions,+918315144891,False,2025-07-23T14:35:09.251000
69f4ba1d666614d785f7414f,dev.raman48@student.demo,student,Dev Raman,Silver,40,Hyderabad,Telangana,Spring Boot; React,+918355268102,False,2025-07-03T14:35:09.251000
69f4ba1d666614d785f74150,siddharth.sengupta49@student.demo,student,Siddharth Sengupta,Bronze,32,Ahmedabad,Gujarat,Azure,+917060766757,False,2025-12-02T14:35:09.251000
69f4ba1d666614d785f74151,anaya.mahajan50@student.demo,student,Anaya Mahajan,Bronze,25,Ahmedabad,Gujarat,Scikit-learn; Apache Spark,+917791835934,False,2025-08-22T14:35:09.251000
69f4ba1d666614d785f74152,shaurya.reddy51@student.demo,student,Shaurya Reddy,Bronze,28,Bengaluru,Karnataka,PHP; GraphQL,+918787453807,False,2025-09-23T14:35:09.251000
69f4ba1d666614d785f74153,suresh.nair52@student.demo,student,Suresh Nair,Bronze,29,Ahmedabad,Gujarat,gRPC,+917674555072,False,2025-10-03T14:35:09.251000
69f4ba1d666614d785f74154,meera.goyal53@student.demo,student,Meera Goyal,Bronze,35,Sohna,Haryana,Data Structures; MySQL,+918950049698,False,2025-05-27T14:35:09.251000
69f4ba1d666614d785f74155,myra.tandon54@student.demo,student,Myra Tandon,Bronze,39,Gandhinagar,Gujarat,React Native; WebSockets; Angular,+917712632936,False,2025-10-06T14:35:09.251000
69f4ba1d666614d785f74156,rohit.sood55@student.demo,student,Rohit Sood,Silver,45,Amaravati,Andhra Pradesh,Go; Deep Learning; Solidity,+918075321966,False,2026-04-20T14:35:09.251000
69f4ba1d666614d785f74157,rohit.kumar56@student.demo,student,Rohit Kumar,Bronze,25,Bengaluru,Karnataka,TensorFlow; PostgreSQL; Redux,+918872111746,False,2025-05-22T14:35:09.251000
69f4ba1d666614d785f74158,rudra.chopra57@student.demo,student,Rudra Chopra,Bronze,31,Lakshmangarh,Rajasthan,MySQL; Leadership,+919362646960,False,2025-10-06T14:35:09.251000
69f4ba1d666614d785f74159,manish.sharma58@student.demo,student,Manish Sharma,Bronze,35,Hyderabad,Telangana,NLP,+919141011556,False,2025-12-04T14:35:09.251000
69f4ba1d666614d785f7415a,tara.mahajan59@student.demo,student,Tara Mahajan,Bronze,27,Gandhinagar,Gujarat,Business Analytics; Flask; Data Structures,+919365835550,False,2026-03-01T14:35:09.251000
69f4ba1d666614d785f7415b,aadhya.sethi60@student.demo,student,Aadhya Sethi,Bronze,23,Sohna,Haryana,Linux; Apache Spark,+918046816259,False,2026-02-20T14:35:09.251000
69f4ba1d666614d785f7415c,ishaan.chatterjee61@student.demo,student,Ishaan Chatterjee,Bronze,34,Pune,Maharashtra,Python; MySQL,+919520878317,False,2025-07-22T14:35:09.251000
69f4ba1d666614d785f7415d,ramesh.pillai62@student.demo,student,Ramesh Pillai,Bronze,39,Hyderabad,Telangana,Flask; Load Balancing; Terraform,+918764265618,False,2025-05-26T14:35:09.251000
69f4ba1d666614d785f7415e,aadhya.sethi63@student.demo,student,Aadhya Sethi,Bronze,27,Pune,Maharashtra,SQLite; R; TensorFlow,+918962491159,False,2025-12-16T14:35:09.251000
69f4ba1d666614d785f7415f,aryan.kashyap64@student.demo,student,Aryan Kashyap,Bronze,36,Gandhinagar,Gujarat,Kubernetes; DynamoDB; Product Management,+919095718469,False,2026-03-15T14:35:09.251000
69f4ba1d666614d785f74160,sara.joshi65@student.demo,student,Sara Joshi,Silver,45,Ahmedabad,Gujarat,Redis; JavaScript; Go,+917241030242,False,2025-07-15T14:35:09.251000
69f4ba1d666614d785f74161,ananya.bhatia66@student.demo,student,Ananya Bhatia,Bronze,17,Bengaluru,Karnataka,Network Security; Scrum,+919504640817,False,2025-05-24T14:35:09.251000
69f4ba1d666614d785f74162,vihaan.jain67@student.demo,student,Vihaan Jain,Bronze,15,Sohna,Haryana,Ruby,+918484193033,False,2025-09-09T14:35:09.251000
